Mod:Item:MetaData, Localized Name
mwc:santa_helmet, Santa Beret
mwc:santa_chest, Santa Coat
mwc:santa_boots, Santa Boots
mwc:nazisanta_helmet, Third Reich Santa Hat
mwc:nazisanta_chest, Third Reich Santa Coat
mwc:nazisanta_boots, Third Reich Santa Boots
mwc:juggernaut_helmet, Juggernaut Helmet
mwc:juggernaut_chest, Juggernaut Chestpiece
mwc:juggernaut_boots, Juggernaut Boots
mwc:ghillie_helmet, Ghillie Hood
mwc:ghillie_chest, Ghillie Fatigues
mwc:ghillie_boots, Ghillie Boots
mwc:swat_helmet, Swat Helmet
mwc:swat_chest, Swat Chestplate
mwc:swat_boots, Swat Boots
mwc:tactical_helmet, Tactical Nightvision Goggles
mwc:jpnvg18_helmet, GPNVG-18 Nightvision Helmet
mwc:m40gasmask_helmet, M40 Gas Mask
mwc:g11handguardk1, G11 K1 Handguard
mwc:g11handguardk2, G11 K2 Handguard
mwc:fabdefensemount, FAB Defense Mount
mwc:mas21mount, MAS-21 Scope Mount
mwc:p90swordfish, P90 Swordfish Kit
mwc:p90defaultkit, P90 Default Kit
mwc:p90terminator, P90 Terminator Conversion Kit
mwc:scarhandguard, Scar Handguard
mwc:scarhhandguard, Scar-H Handguard
mwc:scarmidwestindustrieshandguard, MidWest Industries SCAR Handguard
mwc:scarmlokhandguard, MLOK SCAR Handguard
mwc:sig556handguard, SIG-556 Handguard
mwc:sig556handguardrailed, SIG-556 Quad-Rail Handguard
mwc:sig556handguardka, SIG-556 KA Handguard
mwc:sig556grip, SIG-556 Grip
mwc:scarlreceiver, SCAR-L Receiver
mwc:krissvectorreceiver, Vector Receiver
mwc:krissvector556handguard, Kriss Vector 5.56x45mm NATO Body
mwc:vectormk1modularhandguard, Vector Mk1 Modular Handguard
mwc:vectorcarbinehandguard, Vector Carbine Handguard
mwc:vectortapedgrip, Vector Taped Grip
mwc:origin12handguard, Origin-12 Handguard
mwc:hks20handguard, Origin-12 [HKS-20] Handguard
mwc:remington700chassis, Remington-700 Chassis
mwc:remington700apacchassis, Remington-700 APAC Chassis
mwc:remington700mdtxrschassis, Remington-700 MDTXRS Chassis
mwc:ssg08chassis, SSG-08 Chassis
mwc:arx160chassis, ARX-160 Chassis
mwc:g2contenderbarrelshort, G2 Contender Barrel
mwc:g2contenderbarrellong, G2 Contender Extended Barrel
mwc:g2contendergrip, G2 Contender Grip
mwc:g2contenderstock, G2 Contender Stock
mwc:origin12grip, Origin-12 Grip
mwc:hks20grip, Origin-12 [HKS-20] Grip
mwc:origin12stock, Origin-12 Stock
mwc:hks20stock, Origin-12 [HKS-20] Stock
mwc:acrhandguard, ACR Handguard
mwc:acrhandguardblack, ACR Handguard (Black)
mwc:acrwemskhandguardtan, ACR WE MSK Handguard
mwc:acrprecisionhandguardtan, ACR Precision Handguard
mwc:acrsbrhandguardtan, ACR SBR Handguard
mwc:acrpolymerhandguardtan, ACR Polymer Handguard
mwc:acrsquaredrophandguardtan, ACR Square Drop Handguard
mwc:type20handguard, Type-20 Handguard
mwc:honeybadgerhandguard, AAC Honey Badger Handguard
mwc:honeybadgermatrixarmshandguard, AAC Honey Badger Matrix Arms Handguard
mwc:m60handguard, M60 Handguard
mwc:m60e4guard, M60E4 Handguard
mwc:m249handguard, M249 Handguard
mwc:mk48handguard, Mk48 Handguard
mwc:m249upperhandguard, M249 Upper Handguard
mwc:mk48upperhandguard, Mk48 Upper Handguard
mwc:stonerhandguard, Stoner A1 Handguard
mwc:auga1, AUG A1 Conversion Kit
mwc:auga2handguard, AUG A2 Handguard
mwc:auga3handguard, AUG A3 Handguard
mwc:ef88handguard, EF-88 Handguard
mwc:augdefaultkit, AUG Default Kit
mwc:augparaconversion, AUG PARA Conversion Kit
mwc:auga3extguard, AUG A3 Extended Guard
mwc:m1carbinebody, M1 Carbine Body
mwc:m1a1carbinebody, M1 [M1A1] Carbine Body
mwc:m1carbinehandguard, M1 Carbine Handguard
mwc:m1carbineventilatedhandguard, M1 Carbine Ventilated Handguard
mwc:m1scoutcarbinehandguard, M1 Scout Carbine Handguard
mwc:g3a1handguard, G3 Handguard
mwc:g3handguardrailed, G3 Railed Handguard
mwc:dsr1handguard, DSR-1 Handguard
mwc:dsr1handguardrailed, DSR-1 Railed Handguard
mwc:dsr1barrel, DSR1 Barrel
mwc:dsr1barrellong, DSR-1 Extended Barrel
mwc:m14body, M14 DMR Chassis
mwc:m14dmrsocomchassis, M14 DMR SOCOM Chassis
mwc:mk14tanbody, Mk14 EBR Chassis (Tan)
mwc:mk14snowbody, Mk14 EBR Chassis (Arctic)
mwc:mk14blackbody, Mk14 EBR Chassis
mwc:m14cover, M14 DMR Cover
mwc:m14trirailcover, M14 DMR Tri-Rail Cover
mwc:m14rail, M14 DMR / Mk14 EBR Scope Mount
mwc:scarstock, Scar Stock
mwc:scarretractablestock, Scar Retractable Stock
mwc:scaradapterstock, Scar Stock Adapter
mwc:scarhstock, Scar H Stock
mwc:vectorstock, Kriss Vector Stock
mwc:vectorstockadapter, Vector Stock Adapter
mwc:ump45receiver, UMP45 Receiver
mwc:ump9receiver, UMP9 Receiver
mwc:ump45stock, UMP45 Stock
mwc:mac10stock, MAC-10 Stock
mwc:mac21stock, MAC-21 Stock
mwc:acrstock, ACR Stock
mwc:acrstockblack, ACR Stock (Black)
mwc:acrfixedstocktan, ACR Fixed Stock
mwc:acrprsstocktan, ACR PRS Stock
mwc:acrlongrangestock, ACR Precision Stock
mwc:acrpdwstock, ACR PDW Stock
mwc:m1014stock, M1014 Stock
mwc:m1014grip, M1014 Grip
mwc:m4benellistock, M4Benelli Stock
mwc:spas12stock, Spas12 Stock
mwc:m249stock, M249 Stock
mwc:m249parastock, M249 Para Stock
mwc:m249milspecstock, M249 Mil-Spec Stock
mwc:m249hk416stock, M249 HK416 Stock
mwc:utgtrirailhandguard, UTG Tri Rail Handguard
mwc:mp5bmhandguard, MP5BM Handguard
mwc:mimp5mhandguard, MI MP5 Handguard
mwc:scorpionevo3a1handguardshort, Short Scorpion Handguard
mwc:scorpionevo3a1handguardlong, Long Scorpion Handguard
mwc:mimp5trrail, MI MP5 TR Rail
mwc:mimp5mrail, MI MP5 M Rail
mwc:shotgunrail, Shotgun Rail
mwc:kar98krail, Kar98K Rail
mwc:m60rail, M60 Rail
mwc:m16a1scopemount, M16A1 Scope Mount
mwc:famasf1scopemount, Famas F1 Scope Mount
mwc:m16a1picatinnyrail, M16A1 Picatinny Rail
mwc:famasf1picatinnyrail, Famas F1 Picatinny Rail
mwc:ngswrrail, item.mwc_NGSWRRail.name
mwc:railriser, Rail Riser
mwc:m1911slide, M1911 Slide
mwc:m1911body, M1911 Body
mwc:m191144magslide, M1911 .44 Magnum Slide
mwc:m191144magbody, M1911 .44 Magnum Body
mwc:m9a1slide, M9A1 Slide
mwc:m9a1body, M9A1 Body
mwc:samuraiedgeslide, M9A1 Samurai Edge Slide
mwc:samuraiedgebody, M9A1 Samurai Edge Body
mwc:samuraiedgemount, Samurai Edge Scope Mount
mwc:deserteagleslide, item.mwc_DesertEagleSlide.name
mwc:deserteaglebody, IMI Desert Eagle Body
mwc:deserteaglelongbody, IMI Desert Eagle Body (Extended Muzzle)
mwc:deserteaglebodygolden, item.mwc_DesertEagleBodyGolden.name
mwc:deserteagleslidegolden, item.mwc_DesertEagleSlideGolden.name
mwc:deserteaglebodyblack, item.mwc_DesertEagleBodyBlack.name
mwc:deserteagleslideblack, item.mwc_DesertEagleSlideBlack.name
mwc:glock19body, Glock-19 Body
mwc:glock19xbody, Glock-19X Body
mwc:glockrazorbackbody, Glock-19 Razorback Body
mwc:glock19slide, Glock-19 Slide
mwc:glock18cslide, Glock-18C Slide
mwc:glock18ccncslide, Glock-18CCNC Slide
mwc:glock19xslide, Glock-19X Slide
mwc:glockrazorbackslide, Glock Razorback Slide
mwc:glock19rockslideolive, Glock-19 Rock Slide (Olive)
mwc:glock19ghostprecisionslide, Glock-19 Ghost Precision Slide
mwc:sccycpx2body, CPX-2 Body
mwc:sccycpx2bodytan, CPX-2 Body (Tan)
mwc:sccycpx2griptape, CPX-2 Taped Grip
mwc:sccycpx2slide, CPX-2 Slide
mwc:sccycpx2bslide, CPX-2 Slide
mwc:p226slide, P226 Slide
mwc:fivesevenslide, item.mwc_FiveSevenSlide.name
mwc:makarovbody, PM Body
mwc:makarovpmslide, PM Slide
mwc:makarovpbslide, PB Slide
mwc:mp443slide, MP443 Slide
mwc:makarovpbbody, PB Body
mwc:mac10body, MAC-10 Body
mwc:mac10action, MAC-10 Action
mwc:mp5navyhandguard, MP5 Navy Handguard
mwc:mp5a5handguard, MP5A5 Handguard
mwc:mp5sdhandguard, MP5SD Handguard
mwc:mp5hoguegrip, MP5 Hogue Grip
mwc:glockhoguegrip, Glock Hogue Grip
mwc:glockhoguegriptan, Glock Hogue Grip (Tan)
mwc:apsgrip, APS Grip
mwc:apsstock, APS Stock
mwc:mac10grip, MAC-10 Grip
mwc:mp5stock, MP5 Stock
mwc:mp5a3stock, MP5A3 Stock
mwc:mp5a4stock, MP5A4 Stock
mwc:mp5stockadapter, MP5 Stock Adapter
mwc:lvoavhandguard, LVOAV Handguard
mwc:ar15fn15handguard, AR15/FN15 Handguard
mwc:m38handguard, M38 Handguard
mwc:hk416handguardblackandtan, HK416 Handguard (Black/Tan)
mwc:hk417handguard, HK417 Handguard
mwc:hk417handguardtan, HK417 Handguard (Tan)
mwc:mk18handguard, Mk18 Handguard
mwc:mk18handguardblack, Mk18 Handguard (black)
mwc:block2socomhandguard, Block 2 SOCOM Handguard
mwc:fsstaclitehandguard, FSS TacLite Handguard
mwc:m4magpulhandguard, M4 Magpul Handguard
mwc:m4magpulhandguardtan, M4 Magpul Handguard (Tan)
mwc:m4receiver, M4 Receiver
mwc:hk416receiver, HK416 Receiver
mwc:c8sfwreceiver, item.mwc_C8SFWReceiver.name
mwc:vltorreceiver, VLTOR Receiver
mwc:ar57receiver, AR-57 Receiver
mwc:hk417receiver, HK417 Receiver
mwc:hk417receivertan, HK417 Receiver (Tan)
mwc:m110receiver, M110 Receiver
mwc:z10receiver, item.mwc_Z10Receiver.name
mwc:beowulf50calreceiver, Beowulf .50 Cal Receiver
mwc:s710receiver, S7-10 Receiver
mwc:cz805brenreceiver, CZ-805 Bren Receiver
mwc:honeybadgerreceiver, AAC Honey Badger Receiver
mwc:honeybadgerreceiverblack, AAC Honey Badger Receiver (Black)
mwc:honeybadgerknightsreceiver, AAC Honey Badger Knights Receiver
mwc:honeybadgerknightsreceiverblack, AAC Honey Badger Knights Receiver (Black)
mwc:placeholder, item.mwc_Placeholder.name
mwc:famasplaceholder, item.mwc_FamasPlaceholder.name
mwc:apc9placeholder, item.mwc_APC9Placeholder.name
mwc:p90placeholder, item.mwc_P90Placeholder.name
mwc:pistolplaceholder, item.mwc_PistolPlaceholder.name
mwc:gripplaceholder, item.mwc_GripPlaceholder.name
mwc:m40a6gripplaceholder, item.mwc_M40A6GripPlaceholder.name
mwc:laserplaceholder, item.mwc_LaserPlaceholder.name
mwc:m4handguard, M4 Handguard
mwc:ar57handguard, AR-57 Handguard
mwc:ntw20guard, NTW-20 Handguard
mwc:m16handguard, M16 Handguard
mwc:m16a1handguard, M16A1 Handguard
mwc:m4carbinehandguard, M4 Carbine Handguard
mwc:m16a4handguard, M16A4 Quad-Rail Handguard
mwc:m110handguard, M110 Handguard
mwc:z10handguard, Zbroyar Z10 Handguard
mwc:ar10supersasshandguard, AR10 Super SASS Handguard
mwc:s710handguard, S7-10 Handguard
mwc:sigmcxhandguard, SIG MCX Handguard
mwc:sigmcxhandguardshort, Long SIG MCX Handguard
mwc:mpxhandguard, SIG MPX Handguard
mwc:mpxhandguardextended, SIG MPX Extended Handguard
mwc:mpxhandguardrailed, SIG MPX Handguard
mwc:k2c1handguard, K2C1 Handguard
mwc:heraarmsgrip, Hera Arms Grip
mwc:m4grip, M4 Grip
mwc:m4griptan, M4 Grip (Tan)
mwc:socom_grip, SOCOM Grip
mwc:m4gripgray, M4 Grip (Gray)
mwc:hk416grip, HK-416 Grip
mwc:hk416griptan, HK-416 Grip (Tan)
mwc:m110grip, M110 Grip
mwc:s710tricungrip, S7-10 Tricun Grip
mwc:k2c1grip, K2C1 Grip
mwc:ak47grip, AK-47 Grip
mwc:ak101grip, AK-101 Grip
mwc:akergogrip, AK Ergo Grip
mwc:akergogripgreen, AK Ergo Grip (Olive)
mwc:akergogriptan, AK Ergo Grip (Tan)
mwc:ak12grip, AK-12 Prototype Grip
mwc:ak12ergogrip, AK-12 Ergo Grip
mwc:honeybadgerstock, AAC Honey Badger Stock
mwc:honeybadgerstockblack, AAC Honey Badger Stock (Black)
mwc:g3stock, G3 Stock
mwc:mp7stock, MP7 Stock
mwc:mp7milspecstock, MP7 Mil-Spec Stock
mwc:ak47stock, AK-47 Stock
mwc:dragunovgripstock, SVD Dragunov Stock
mwc:dragunov98stock, SVD Dragunov-98 Stock
mwc:rpkstock, RPK Stock
mwc:ak101stock, AK-101 Stock
mwc:ak74stock, AK-74 Stock
mwc:ak12stock, AK-12 Prototype Stock
mwc:ak12zenitcostock, AK-12 Zenitco Stock
mwc:vssvintorezstock, VSS Vintorez Stock
mwc:asvalstock, AS Val Stock
mwc:vssvintorezmilspecstock, VSS Vintorez Mil-Spec Stock
mwc:collapsablemoestock, Collapsible MOE Stock
mwc:collapsablemoestockgreen, Collapsible MOE Stock (Olive)
mwc:magpulctrstock, Magpul CTR Stock
mwc:magpulctrstocktan, Magpul CTR Stock (Tan)
mwc:milspecstock, Mil-Spec Stock
mwc:cz805brenstock, CZ-805 Bren Stock
mwc:sigmcxstock, SIG MCX Stock
mwc:c8stock, item.mwc_C8Stock.name
mwc:milspecstocktan, Mil-Spec Stock (Tan)
mwc:heraarmsstock, Hera Arms Stock
mwc:hk416stock, HK416 Stock
mwc:socom_stock, item.mwc_SOCOM_Stock.name
mwc:m16stock, M16 Stock
mwc:hk416stocktan, HK416 Stock (Tan)
mwc:m110stock, M110 Stock
mwc:arprsprecisionstock, AR PRS Precision Stock
mwc:ak47handleguard, AK-47 Handguard
mwc:dragunovhandguard, SVD Dragunov Handguard
mwc:dragunov98handguard, SVD Dragunov-98 Handguard
mwc:ak101handguard, AK-101 Handguard
mwc:ak74handguard, AK-74 Handguard
mwc:akmagpulhandleguard, AK Magpul Handguard
mwc:akmagpulhandleguardtan, AK Magpul Handguard (Tan)
mwc:mlokhandguard, MLOK Handguard
mwc:mlokextendedhandguard, MLOK Extended Handguard
mwc:ak15handleguard, AK-15 Handguard
mwc:ak12kalhandguard, AK-12 Handguard
mwc:rpk16handguard, RPK-16 Handguard
mwc:ak12handguard, AK-12 Prototype Handguard
mwc:ak12bhandguard, AK-12B Handguard
mwc:kbp9a91handguard, KBP 9A-91 Handguard
mwc:kbp9a91compacthandguard, KBP 9A-91 Compact Handguard
mwc:kbp9a91kulatachandguard, KBP 9A-91 KulaTac Handguard
mwc:vssvintorezhandguard, VSS Vintorez Handguard
mwc:asvalhandguard, AS VAL Handguard
mwc:vssvintoreztrirailmount, VSS Vintorez Scope Mount
mwc:ak47dustcover, AK-47 Dust Cover
mwc:dragunovdustcover, SVD Dragunov Dust Cover
mwc:dragunov98dustcover, SVD Dragunov-98 Dust Cover
mwc:akmdustcover, AKM Dust Cover
mwc:ak101dustcover, AK-101 Dust Cover
mwc:veprdustcover, Vepr Dust Cover
mwc:ak15dustcover, AK-15 Dust Cover
mwc:ak12dustcover, AK-12 Prototype Dust Cover
mwc:ak12bdustcover, AK-12B Dust Cover
mwc:vssvintorezdustcover, VSS Vintorez Dust Cover
mwc:vssmdustcover, VSSM Dust Cover
mwc:fnfaldustcover, FN FAL Dust Cover
mwc:sa58dustcover, SA-58 Dust Cover
mwc:fnfalgrip, FN FAL Grip
mwc:fnfalstock, FN FAL Stock
mwc:fnfalhandguard, FN FAL Handguard
mwc:fnfalparahandguard, FN FAL PARA Handguard
mwc:m4frontsight, AR Front Iron Sight
mwc:m60frontsight, M60E4 Front Iron Sight
mwc:m38frontsight, M38 Front Sight
mwc:hk416frontsight, HK-416 Front Iron Sight
mwc:mbusfrontsight, MBUS Front Iron Sight
mwc:leupold, Leupold VX-6 CDS TMOA Rifle Scope
mwc:pso1, PSO-1 Scope
mwc:okp7, OKP-7 Sight
mwc:fmg9carryhandle, FMG-9 Carry Handle
mwc:reflex, 15 MOA Reflex Sight
mwc:bijiareflex, Bijia Reflex Sight
mwc:microreflex, Micro Reflex Sight
mwc:acog, Trigicon ACOG
mwc:specter, Elcan Specter SFOV4-A1 Sight
mwc:holographic2, EOTech EXPS3-0 (Tan)
mwc:holographicalt, EOTech 512 A65 Holographic (Black)
mwc:eotechhybrid2, EOTech Hybrid 2 Sight
mwc:vortexsight, Vortex UH-1 Holographic Sight
mwc:microt1, Micro-T1 Sight
mwc:aimpointcompm2, Aimpoint Comp M2 Sight
mwc:aimpointcompm5, Aimpoint Comp M5 Sight
mwc:rmrsight, RMR Sight
mwc:kobra, 8-18 Kobra Sight
mwc:kobragen3, Kobra Gen-3 Sight
mwc:kobramount, Mounted 8-18 Kobra Sight
mwc:hpscope, JPU HP 3-9x40 Scope
mwc:leupoldrailscope, Leupold VX-6 CDS TMOA Rifle Scope (w/ Rail)
mwc:nightraiderscope, Night Raider Scope
mwc:m2a1_sight, M2A1 Sight
mwc:f2000scope, FNPM 1.6x
mwc:m202scope, item.mwc_M202scope.name
mwc:augscope, AUG Scope
mwc:silencer556x45, 5.56x45mm NATO Silencer
mwc:silencer545x39, 5.45x39mm Silencer
mwc:silencer762x39, 7.62x39mm Silencer
mwc:m32barrel, M32 Extended Barrel
mwc:remington870pump, R870 Wood Pump
mwc:remington870magpulpump, R870 Magpul Pump
mwc:remington870policemagnumpump, R870 Police Magnum Pump
mwc:remington870fabdefensepump, R870 FAB Defense Pump
mwc:remington870stock, R870 Wood Stock
mwc:remington870policemagnumstock, R870 Police Magnum Stock
mwc:remington870milspecstock, R870 Mil-Spec Stock
mwc:remington870hk416stockstock, R870 HK-416 Stock
mwc:remington870sawedgrip, R870 Sawed Grip (Sawed Stock)
mwc:remington870barrel, R870 Barrel
mwc:remington870policemagnumbarrel, R870 Police Magnum Barrel
mwc:remington870sawedbarrel, R870 Sawed Barrel
mwc:ks23stock, KS23 Stock
mwc:ks23raptorgrip, KS-23 Grip
mwc:ks23mstock, KS23M Stock
mwc:ks23barrel, KS-23 Barrel
mwc:ks23extendedbarrel, KS-23 Extended Barrel
mwc:rpkbarrel, RPK Barrel
mwc:akiron, AK Front Sight
mwc:ak12iron, AK-12 Front Iron Sight
mwc:silencerpbs, PBS Silencer
mwc:silencer9mm, 9(x18/19)mm Silencer
mwc:samuraiedgesuppressor, Samurai Edge Silencer
mwc:silencer9x39mm, 9x39mm Silencer
mwc:kbp9a91suppressor, KBP 9A-91 Carbine Silencer
mwc:silencer45acp, .45 ACP Silencer
mwc:silencer_eabh, EABH Silencer
mwc:silencer762x54, 7.62x54mm Silencer
mwc:silencer762x51, 7.62x51mm NATO Silencer
mwc:silencer50bmg, .50 BMG Silencer
mwc:silencer556x39, 5.56x39mm Silencer
mwc:akmiron, Standard Iron Sight
mwc:tritiumrearsights, Tritium Rear Iron Sight
mwc:mbusrearsights, MBUS Rear Iron Sight
mwc:hk416rearsights, HK-416 Rear Iron Sight
mwc:fnfalrearsights, FN FAL Rear Iron Sight
mwc:m16a1rearsight, item.mwc_M16A1RearSight.name
mwc:k2c1rearsight, K2C1 Iron Sight
mwc:scorpionrearsight, Scorpion Rear Iron Sight
mwc:scorpionfrontsight, Scorpion Front Iron Sight
mwc:mp7ironsights, MP7 Iron Sight
mwc:mp7ironsightsstanding, MP7 Standing Iron Sight
mwc:kar98ksight, Karabiner Iron Sight
mwc:ak15ironsight, AK-15 Rear Iron Sight
mwc:ak12ironsight, AK-12 Rear Iron Sight
mwc:silencermp7, 4.6x30mm Silencer
mwc:silencer357, .357 Silencer
mwc:silencer57x38, 5.7x28mm Silencer
mwc:silencer12gauge, 12 Gauge Silencer
mwc:silencer300aacblackout, .300 AAC Blackout Silencer
mwc:honeybadgersilencer, AAC Honey Badger Silencer
mwc:silencer65x39, 6.5mm Silencer
mwc:laser, UTG Tactical Laser
mwc:laser2, LD19206-IR Tactical Laser
mwc:sccycpx2laser, CPX-2 Laser
mwc:danwessonlaser, D&W Laser
mwc:m1928grip, M1928 Grip
mwc:m1a1grip, M1A1 Grip
mwc:grip2, Grip
mwc:junogrip, Juno Grip
mwc:glock18cstock, G18C DRS-HS
mwc:vp70stock, VP-70 Stock
mwc:angledgrip, Angled Grip
mwc:stubbygrip, Stubby Grip
mwc:vgrip, Foregrip
mwc:bipod, Bipod
mwc:auggrip, AUG Grip
mwc:uspmatchcompensator, P12 Compensator
mwc:chainb, item.mwc_ChainB.name
mwc:chaina, item.mwc_ChainA.name
mwc:chain, item.mwc_Chain.name
mwc:g95ironsights, item.mwc_G95IronSights.name
mwc:g95uprightironsights, item.mwc_G95UprightIronSights.name
mwc:origin12action, item.mwc_Origin12Action.name
mwc:p90action, item.mwc_P90Action.name
mwc:m1carbineaction, item.mwc_M1CarbineAction.name
mwc:g11action, item.mwc_G11Action.name
mwc:augaction, item.mwc_AUGAction.name
mwc:mas21slide, item.mwc_MAS21Slide.name
mwc:mas21barrel, item.mwc_MAS21Barrel.name
mwc:mas21part, item.mwc_MAS21Part.name
mwc:m32main1b, item.mwc_M32Main1B.name
mwc:m134barrels, item.mwc_M134Barrels.name
mwc:browningauto5action, item.mwc_BrowningAuto5Action.name
mwc:m1garandaction, item.mwc_M1GarandAction.name
mwc:m1garandmag, item.mwc_M1GarandMag.name
mwc:m1897pump, item.mwc_M1897pump.name
mwc:super90pump, item.mwc_Super90Pump.name
mwc:pythonchamber, item.mwc_PythonChamber.name
mwc:revolverspeedloader, item.mwc_RevolverSpeedloader.name
mwc:revolverspeedloaderbullets, item.mwc_RevolverSpeedloaderBullets.name
mwc:magnumchamber, item.mwc_MagnumChamber.name
mwc:rhinochamber, item.mwc_RhinoChamber.name
mwc:acraction, item.mwc_ACRAction.name
mwc:m1014action, item.mwc_M1014Action.name
mwc:shotguninsertion, item.mwc_ShotgunInsertion.name
mwc:supernovapump, item.mwc_SupernovaPump.name
mwc:acrrails, item.mwc_ACRRails.name
mwc:rpg7rocket, item.mwc_RPG7rocket.name
mwc:m202rockets, item.mwc_m202rockets.name
mwc:glgrenade, item.mwc_GLgrenade.name
mwc:m79grenade, item.mwc_M79grenade.name
mwc:gl06cartridge, item.mwc_GL06Cartridge.name
mwc:m79cartridge, item.mwc_M79Cartridge.name
mwc:m32cartridge, item.mwc_M32Cartridge.name
mwc:m41amag, item.mwc_M41AMag.name
mwc:mp43edoublebarrel, item.mwc_MP43Edoublebarrel.name
